course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
PSYC BC2151,ORGANIZATIONAL PSYCHOLOGY,"Prerequisites: BC1001 or permission of the instructor. Enrollment strictly limited to 45 students; decided upon and finalized first week of classes. Introduction to behavior of individuals and small groups in work organizations. Recent theory and research emphasizing both content and research methodology. Motivation and performance, attitudes and job satisfaction, power, influence, authority, leadership, cooperation and conflict, decision making, and communications. Enrollment limited to 45; and only seniors.",Elisabeth Mah,,,00655,,X2151-20271-001,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X2151-20271-001/,,,,3,BC1001,,20271PSYC2151X001,LECTURE
PSYC BC2155,CLINICAL LABORATORY,"Prerequisites: BC1001, BC1020, BC1101. Corequisite: PSYC BC2156 Clinical Psychology lecture. The purpose of the lab is to teach students the research methods involved in creating clinical psychological science. Students gain hands-on practice with clinical psychology research methods. In the first half of the lab students conduct classroom exercises demonstrating concepts such as reliability and validity and research methodologies such as randomized controlled trials (RCTs) and treatment fidelity. In the second half of the class students design and run a research study. Basic methodological issues will be explored in depth, including research ethics, conducting literature reviews and writing up a scientific report in APA style.",,,,00650,,X2155-20271-001,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X2155-20271-001/,,,,2.5,"BC1001
BC1020
BC1101
PSYC BC2156",,20271PSYC2155X001,LABORATORY
PSYC BC2155,CLINICAL LABORATORY,"Prerequisites: BC1001, BC1020, BC1101. Corequisite: PSYC BC2156 Clinical Psychology lecture. The purpose of the lab is to teach students the research methods involved in creating clinical psychological science. Students gain hands-on practice with clinical psychology research methods. In the first half of the lab students conduct classroom exercises demonstrating concepts such as reliability and validity and research methodologies such as randomized controlled trials (RCTs) and treatment fidelity. In the second half of the class students design and run a research study. Basic methodological issues will be explored in depth, including research ethics, conducting literature reviews and writing up a scientific report in APA style.",,,,00652,,X2155-20271-002,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X2155-20271-002/,,,,2.5,"BC1001
BC1020
BC1101
PSYC BC2156",,20271PSYC2155X002,LABORATORY
PSYC BC2156,CLINICAL PSYCHOLOGY,"Prerequisites: PSYC BC1001 or permission of the instructor.  An introduction to the field of clinical psychology aimed at 1) becoming familiar with professional issues in the field and 2) comparing therapeutic approaches for their utility and efficacy. Therapeutic approaches covered include psychodynamic therapies, cognitive behavior therapies, family/child therapies. The course will critically examine a variety of professional issues including ethical dilemmas, clinical assessment and diagnosis, and use of technology in therapy. Note that this lecture 
can
 be taken without its affiliated lab, PSYC BC2155, however, if a student completes this lecture, she cannot enroll in the lab in a later semester.",Kathleen M Taylor,,,00653,,X2156-20271-001,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X2156-20271-001/,,,,3,"PSYC BC1001
PSYC BC2155",,20271PSYC2156X001,LECTURE
PSYC BC3144,Science Writing,"Even as students learn to be scientists, there is a need to learn how to write about science, translating the science for a general readership. In this seminar we will develop writing skills by, first, close reading and analysis of science writing (on research about humans, non-human animals, and non-animals) for the non-specialist, as well as some of the original research papers from which the pieces arose. We will simultaneously begin an iterative process of composing pieces of different lengths and different genres, based on recently published science papers. Assignments will include a short news summary, book review, an audio interview, and a final feature print or audio story; some of these assignments will involve multiple drafts or stages. Guest speakers and a recording practices intensive from IMATS will complement the readings and writing assignments. We will focus on concept translation, storytelling, and other elements of narrative craft in this writing-intensive seminar. We will also emphasize proper citation practices. Final projects will be a long-form feature or a podcast.",Alexandra C Horowitz,,,00622,,X3144-20271-001,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3144-20271-001/,,,,4,,,20271PSYC3144X001,SEMINAR
PSYC BC3145,Attention,"In this seminar we will examine attention, the critical cognitive process responsible for prioritizing certain information for more efficient processing while filtering out distractions. We will review attention’s effects on early to late-stage vision, how it interacts with other sensory systems, and higher cognitive functions, all while surveying some of the most common ways it’s historically been measured using psychophysical and neuroscientific methods. We will evaluate how attention has been assessed across human development, and in clinical populations, such as individuals with Neurodevelopmental Disorders (NDD), schizophrenia and hemispatial neglect. We will end by discussing the practical implications of our increasingly limited and divided attention when navigating the modern technological landscape, as well as review the potential for improving attention through training.",Mariel Roberts,,,00649,,X3145-20271-001,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3145-20271-001/,,,,4,,,20271PSYC3145X001,SEMINAR
PSYC BC3179,CEPHALOPOD COGNITION,"This seminar is designed to introduce you to the methods used to discern and describe the cognitive repertoire of novel, understudied, animals.  The animals which we will specifically examine in the class are octopuses and cuttlefish.  Over the course of the semester you will learn how we define cognitive abilities in humans and examine them in various animal species for modeling and comparison purposes.  Each week you will examine one specific ability in humans, a traditional animal model, and a cephalopod.  In this manner you will come to understand the historical process of understanding animal cognition, the current state of the literature in at least one area of cephalopod cognition and be capable of proposing a novel experiment as a way to extend our knowledge of that area of cephalopod cognition.",Ken Light,,,00626,,X3179-20271-001,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3179-20271-001/,,,,4,,,20271PSYC3179X001,SEMINAR
PSYC BC3364,PSYCHOLOGY OF LEADERSHIP,"Prerequisites: Students must have one of the following pre-requisites for this course: PSYC BC1125 Personality Psychology, PSYC BC1138 Social Psychology, or PSYC BC2151 Organizational Psychology, and permission by the instructor. An in-depth examination of the concept of leadership in psychology with an emphasis on womens leadership. Topics include the role of gender, culture, and emotional intelligence as well as an examination of transactional and transformational models. Topics will be discussed with an equal emphasis on theory, research, and application. Students must have prerequisites and permission of the instructor. Enrollment limited to 15.",Tara Well,,,00628,,X3364-20271-001,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3364-20271-001/,,,,4,"PSYC BC1125
PSYC BC1138
PSYC BC2151",,20271PSYC3364X001,SEMINAR
PSYC BC3373,HEALTH PSYCHOLOGY,"Prerequisites: BC1001 and two more psychology courses, and permission of the instructor required. Consideration of research on the interaction of biological, psychological, and social factors related to physical health and illness. Topics include the relationship of stress to illness, primary prevention, mind-body methods of coping with stress and chronic illness (such as meditation), and the relationship between psychological factors and recovery from illness. Enrollment limited to 15.",Tara Well,,,00627,,X3373-20271-001,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3373-20271-001/,,,,4,BC1001,,20271PSYC3373X001,SEMINAR
PSYC BC3466,FIELD WORK & RESEARCH SEMINAR: TODDLER C,"This is a two-semester course. Those interested in applying for Fall 2026-Spring 2027 should email 
toddlercenter@barnard.edu
 to sign up for information sessions and receive details on the application process. PSYC BC2129 Developmental Psychology (with or without PSYC BC2128 lab) is a prerequisite, as well as permission of the instructor.
  
This advanced course in developmental psychology integrates theory, research, and practice at the Barnard Toddler Center,  a state-of-the-art center serving 18-36 month old children and their families. Students in the course participate as student teachers alongside an experienced staff one morning per week. Everybody gathers in a weekly seminar to discuss the intellectual concepts and research that help explain toddler behavior and the center's educational practices. In the fall semester, the focus is on developing a skillful practice when working with children and understanding the foundations of toddler development using current science and psychological theories. In the spring semester, student teaching continues, and the class carries out new research projects at the center, guided by the instructor, on topics such as the emerging concept of self, language and cognition, social interactions, emotional development, spatial and physical exploration, and parenting philosophies.",Anna Shusterman,,,00625,,X3466-20271-001,FLD WRK&RSRCH SEM:TODDLR CENT,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3466-20271-001/,,,,4,"PSYC BC2128
PSYC BC2129",,20271PSYC3466X001,RESEARCH SEM
PSYC BC3473,CLINICAL FIELD PRACTICUM,"Prerequisites: Three psychology courses and permission of the instructor required during program planning the fall semester before the course is offered. Enrollment limited to 12 students; seniors are given priority. This course introduces students to clinical and counseling work, and to psychodynamic ways of understanding and supporting people in psychological distress. Students secure a clinical placement for the course, and apply readings on psychodynamic notions of parenting, psychopathology, and therapeutic process to their clinical experiences. The course helps students clarify their professional goals, and provides the clinical experience that strengthens applications to social work programs, and that is required for applications to clinical and counseling doctoral programs.",Julia Sheehy,,,00624,,X3473-20271-001,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3473-20271-001/,,,,4,,,20271PSYC3473X001,FIELD WORK
PSYC BC3606,INDEPENDENT STUDY,"This course can be worth 1 to 4 credits (each credit is equivalent to approximately three hours of work per week), and requires a Barnard faculty as a mentor. The course will be taken for a letter grade, regardless of whether the student chooses 1, 2, 3, or 4 credits. The expectations for each of these options are as follows: 1 credit, 3h/week commitment, 5-10 page ""Research Report"" at the end of the term; 2 credits, 6h/week commitment, 5-10 page ""Research Report"" at the end of the term; 3 credits, 9h/week commitment, 15-20 page ""Research Report"" at the end of the term; 4 credits, 12h/week commitment, 15-20 page ""Research Report"" at the end of the term. ""Research Report"" is a document submitted to the person grading the student, the instructor of record for the section in which the student has enrolled. If a student is working off-site, then input from the off-site research mentor will inform the grading. The ""Research Report"" can take a variety of forms: progress reports on data collected, training received, papers read, skills learned, etc.; or organized notes for lab notebooks, lab meetings, etc.; or manuscript-like papers with Intro, Methods, Results, Discussion; or some combination thereof, depending on the maturity of the project.  Ultimately, this will take different forms for different students/labs.",Robert Brotherton,,,00629,,X3606-20271-002,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3606-20271-002/,,,,1-4,,,20271PSYC3606X002,INDEPENDENT
PSYC BC3606,INDEPENDENT STUDY,"This course can be worth 1 to 4 credits (each credit is equivalent to approximately three hours of work per week), and requires a Barnard faculty as a mentor. The course will be taken for a letter grade, regardless of whether the student chooses 1, 2, 3, or 4 credits. The expectations for each of these options are as follows: 1 credit, 3h/week commitment, 5-10 page ""Research Report"" at the end of the term; 2 credits, 6h/week commitment, 5-10 page ""Research Report"" at the end of the term; 3 credits, 9h/week commitment, 15-20 page ""Research Report"" at the end of the term; 4 credits, 12h/week commitment, 15-20 page ""Research Report"" at the end of the term. ""Research Report"" is a document submitted to the person grading the student, the instructor of record for the section in which the student has enrolled. If a student is working off-site, then input from the off-site research mentor will inform the grading. The ""Research Report"" can take a variety of forms: progress reports on data collected, training received, papers read, skills learned, etc.; or organized notes for lab notebooks, lab meetings, etc.; or manuscript-like papers with Intro, Methods, Results, Discussion; or some combination thereof, depending on the maturity of the project.  Ultimately, this will take different forms for different students/labs.",Armita Ghobadi,,,00630,,X3606-20271-003,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3606-20271-003/,,,,1-4,,,20271PSYC3606X003,INDEPENDENT
PSYC BC3606,INDEPENDENT STUDY,"This course can be worth 1 to 4 credits (each credit is equivalent to approximately three hours of work per week), and requires a Barnard faculty as a mentor. The course will be taken for a letter grade, regardless of whether the student chooses 1, 2, 3, or 4 credits. The expectations for each of these options are as follows: 1 credit, 3h/week commitment, 5-10 page ""Research Report"" at the end of the term; 2 credits, 6h/week commitment, 5-10 page ""Research Report"" at the end of the term; 3 credits, 9h/week commitment, 15-20 page ""Research Report"" at the end of the term; 4 credits, 12h/week commitment, 15-20 page ""Research Report"" at the end of the term. ""Research Report"" is a document submitted to the person grading the student, the instructor of record for the section in which the student has enrolled. If a student is working off-site, then input from the off-site research mentor will inform the grading. The ""Research Report"" can take a variety of forms: progress reports on data collected, training received, papers read, skills learned, etc.; or organized notes for lab notebooks, lab meetings, etc.; or manuscript-like papers with Intro, Methods, Results, Discussion; or some combination thereof, depending on the maturity of the project.  Ultimately, this will take different forms for different students/labs.",Ken Light,,,00631,,X3606-20271-005,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3606-20271-005/,,,,1-4,,,20271PSYC3606X005,INDEPENDENT
PSYC BC3606,INDEPENDENT STUDY,"This course can be worth 1 to 4 credits (each credit is equivalent to approximately three hours of work per week), and requires a Barnard faculty as a mentor. The course will be taken for a letter grade, regardless of whether the student chooses 1, 2, 3, or 4 credits. The expectations for each of these options are as follows: 1 credit, 3h/week commitment, 5-10 page ""Research Report"" at the end of the term; 2 credits, 6h/week commitment, 5-10 page ""Research Report"" at the end of the term; 3 credits, 9h/week commitment, 15-20 page ""Research Report"" at the end of the term; 4 credits, 12h/week commitment, 15-20 page ""Research Report"" at the end of the term. ""Research Report"" is a document submitted to the person grading the student, the instructor of record for the section in which the student has enrolled. If a student is working off-site, then input from the off-site research mentor will inform the grading. The ""Research Report"" can take a variety of forms: progress reports on data collected, training received, papers read, skills learned, etc.; or organized notes for lab notebooks, lab meetings, etc.; or manuscript-like papers with Intro, Methods, Results, Discussion; or some combination thereof, depending on the maturity of the project.  Ultimately, this will take different forms for different students/labs.",Koleen McCrink,,,00632,,X3606-20271-006,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3606-20271-006/,,,,1-4,,,20271PSYC3606X006,INDEPENDENT
PSYC BC3606,INDEPENDENT STUDY,"This course can be worth 1 to 4 credits (each credit is equivalent to approximately three hours of work per week), and requires a Barnard faculty as a mentor. The course will be taken for a letter grade, regardless of whether the student chooses 1, 2, 3, or 4 credits. The expectations for each of these options are as follows: 1 credit, 3h/week commitment, 5-10 page ""Research Report"" at the end of the term; 2 credits, 6h/week commitment, 5-10 page ""Research Report"" at the end of the term; 3 credits, 9h/week commitment, 15-20 page ""Research Report"" at the end of the term; 4 credits, 12h/week commitment, 15-20 page ""Research Report"" at the end of the term. ""Research Report"" is a document submitted to the person grading the student, the instructor of record for the section in which the student has enrolled. If a student is working off-site, then input from the off-site research mentor will inform the grading. The ""Research Report"" can take a variety of forms: progress reports on data collected, training received, papers read, skills learned, etc.; or organized notes for lab notebooks, lab meetings, etc.; or manuscript-like papers with Intro, Methods, Results, Discussion; or some combination thereof, depending on the maturity of the project.  Ultimately, this will take different forms for different students/labs.",Michelle Greene,,,00633,,X3606-20271-007,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3606-20271-007/,,,,1-4,,,20271PSYC3606X007,INDEPENDENT
PSYC BC3606,INDEPENDENT STUDY,"This course can be worth 1 to 4 credits (each credit is equivalent to approximately three hours of work per week), and requires a Barnard faculty as a mentor. The course will be taken for a letter grade, regardless of whether the student chooses 1, 2, 3, or 4 credits. The expectations for each of these options are as follows: 1 credit, 3h/week commitment, 5-10 page ""Research Report"" at the end of the term; 2 credits, 6h/week commitment, 5-10 page ""Research Report"" at the end of the term; 3 credits, 9h/week commitment, 15-20 page ""Research Report"" at the end of the term; 4 credits, 12h/week commitment, 15-20 page ""Research Report"" at the end of the term. ""Research Report"" is a document submitted to the person grading the student, the instructor of record for the section in which the student has enrolled. If a student is working off-site, then input from the off-site research mentor will inform the grading. The ""Research Report"" can take a variety of forms: progress reports on data collected, training received, papers read, skills learned, etc.; or organized notes for lab notebooks, lab meetings, etc.; or manuscript-like papers with Intro, Methods, Results, Discussion; or some combination thereof, depending on the maturity of the project.  Ultimately, this will take different forms for different students/labs.",Robert E Remez,,,00634,,X3606-20271-009,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3606-20271-009/,,,,1-4,,,20271PSYC3606X009,INDEPENDENT
PSYC BC3606,INDEPENDENT STUDY,"This course can be worth 1 to 4 credits (each credit is equivalent to approximately three hours of work per week), and requires a Barnard faculty as a mentor. The course will be taken for a letter grade, regardless of whether the student chooses 1, 2, 3, or 4 credits. The expectations for each of these options are as follows: 1 credit, 3h/week commitment, 5-10 page ""Research Report"" at the end of the term; 2 credits, 6h/week commitment, 5-10 page ""Research Report"" at the end of the term; 3 credits, 9h/week commitment, 15-20 page ""Research Report"" at the end of the term; 4 credits, 12h/week commitment, 15-20 page ""Research Report"" at the end of the term. ""Research Report"" is a document submitted to the person grading the student, the instructor of record for the section in which the student has enrolled. If a student is working off-site, then input from the off-site research mentor will inform the grading. The ""Research Report"" can take a variety of forms: progress reports on data collected, training received, papers read, skills learned, etc.; or organized notes for lab notebooks, lab meetings, etc.; or manuscript-like papers with Intro, Methods, Results, Discussion; or some combination thereof, depending on the maturity of the project.  Ultimately, this will take different forms for different students/labs.",Anna Shusterman,,,00635,,X3606-20271-010,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3606-20271-010/,,,,1-4,,,20271PSYC3606X010,INDEPENDENT
PSYC BC3606,INDEPENDENT STUDY,"This course can be worth 1 to 4 credits (each credit is equivalent to approximately three hours of work per week), and requires a Barnard faculty as a mentor. The course will be taken for a letter grade, regardless of whether the student chooses 1, 2, 3, or 4 credits. The expectations for each of these options are as follows: 1 credit, 3h/week commitment, 5-10 page ""Research Report"" at the end of the term; 2 credits, 6h/week commitment, 5-10 page ""Research Report"" at the end of the term; 3 credits, 9h/week commitment, 15-20 page ""Research Report"" at the end of the term; 4 credits, 12h/week commitment, 15-20 page ""Research Report"" at the end of the term. ""Research Report"" is a document submitted to the person grading the student, the instructor of record for the section in which the student has enrolled. If a student is working off-site, then input from the off-site research mentor will inform the grading. The ""Research Report"" can take a variety of forms: progress reports on data collected, training received, papers read, skills learned, etc.; or organized notes for lab notebooks, lab meetings, etc.; or manuscript-like papers with Intro, Methods, Results, Discussion; or some combination thereof, depending on the maturity of the project.  Ultimately, this will take different forms for different students/labs.",Ann Senghas,,,00637,,X3606-20271-011,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3606-20271-011/,,,,1-4,,,20271PSYC3606X011,INDEPENDENT
PSYC BC3606,INDEPENDENT STUDY,"This course can be worth 1 to 4 credits (each credit is equivalent to approximately three hours of work per week), and requires a Barnard faculty as a mentor. The course will be taken for a letter grade, regardless of whether the student chooses 1, 2, 3, or 4 credits. The expectations for each of these options are as follows: 1 credit, 3h/week commitment, 5-10 page ""Research Report"" at the end of the term; 2 credits, 6h/week commitment, 5-10 page ""Research Report"" at the end of the term; 3 credits, 9h/week commitment, 15-20 page ""Research Report"" at the end of the term; 4 credits, 12h/week commitment, 15-20 page ""Research Report"" at the end of the term. ""Research Report"" is a document submitted to the person grading the student, the instructor of record for the section in which the student has enrolled. If a student is working off-site, then input from the off-site research mentor will inform the grading. The ""Research Report"" can take a variety of forms: progress reports on data collected, training received, papers read, skills learned, etc.; or organized notes for lab notebooks, lab meetings, etc.; or manuscript-like papers with Intro, Methods, Results, Discussion; or some combination thereof, depending on the maturity of the project.  Ultimately, this will take different forms for different students/labs.",Katherine Thorson,,,00638,,X3606-20271-012,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3606-20271-012/,,,,1-4,,,20271PSYC3606X012,INDEPENDENT
PSYC BC3606,INDEPENDENT STUDY,"This course can be worth 1 to 4 credits (each credit is equivalent to approximately three hours of work per week), and requires a Barnard faculty as a mentor. The course will be taken for a letter grade, regardless of whether the student chooses 1, 2, 3, or 4 credits. The expectations for each of these options are as follows: 1 credit, 3h/week commitment, 5-10 page ""Research Report"" at the end of the term; 2 credits, 6h/week commitment, 5-10 page ""Research Report"" at the end of the term; 3 credits, 9h/week commitment, 15-20 page ""Research Report"" at the end of the term; 4 credits, 12h/week commitment, 15-20 page ""Research Report"" at the end of the term. ""Research Report"" is a document submitted to the person grading the student, the instructor of record for the section in which the student has enrolled. If a student is working off-site, then input from the off-site research mentor will inform the grading. The ""Research Report"" can take a variety of forms: progress reports on data collected, training received, papers read, skills learned, etc.; or organized notes for lab notebooks, lab meetings, etc.; or manuscript-like papers with Intro, Methods, Results, Discussion; or some combination thereof, depending on the maturity of the project.  Ultimately, this will take different forms for different students/labs.",Lisa K Son,,,00639,,X3606-20271-013,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3606-20271-013/,,,,1-4,,,20271PSYC3606X013,INDEPENDENT
PSYC BC3606,INDEPENDENT STUDY,"This course can be worth 1 to 4 credits (each credit is equivalent to approximately three hours of work per week), and requires a Barnard faculty as a mentor. The course will be taken for a letter grade, regardless of whether the student chooses 1, 2, 3, or 4 credits. The expectations for each of these options are as follows: 1 credit, 3h/week commitment, 5-10 page ""Research Report"" at the end of the term; 2 credits, 6h/week commitment, 5-10 page ""Research Report"" at the end of the term; 3 credits, 9h/week commitment, 15-20 page ""Research Report"" at the end of the term; 4 credits, 12h/week commitment, 15-20 page ""Research Report"" at the end of the term. ""Research Report"" is a document submitted to the person grading the student, the instructor of record for the section in which the student has enrolled. If a student is working off-site, then input from the off-site research mentor will inform the grading. The ""Research Report"" can take a variety of forms: progress reports on data collected, training received, papers read, skills learned, etc.; or organized notes for lab notebooks, lab meetings, etc.; or manuscript-like papers with Intro, Methods, Results, Discussion; or some combination thereof, depending on the maturity of the project.  Ultimately, this will take different forms for different students/labs.",Alexandra C Horowitz,,,00640,,X3606-20271-022,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3606-20271-022/,,,,1-4,,,20271PSYC3606X022,INDEPENDENT
PSYC BC3606,INDEPENDENT STUDY,"This course can be worth 1 to 4 credits (each credit is equivalent to approximately three hours of work per week), and requires a Barnard faculty as a mentor. The course will be taken for a letter grade, regardless of whether the student chooses 1, 2, 3, or 4 credits. The expectations for each of these options are as follows: 1 credit, 3h/week commitment, 5-10 page ""Research Report"" at the end of the term; 2 credits, 6h/week commitment, 5-10 page ""Research Report"" at the end of the term; 3 credits, 9h/week commitment, 15-20 page ""Research Report"" at the end of the term; 4 credits, 12h/week commitment, 15-20 page ""Research Report"" at the end of the term. ""Research Report"" is a document submitted to the person grading the student, the instructor of record for the section in which the student has enrolled. If a student is working off-site, then input from the off-site research mentor will inform the grading. The ""Research Report"" can take a variety of forms: progress reports on data collected, training received, papers read, skills learned, etc.; or organized notes for lab notebooks, lab meetings, etc.; or manuscript-like papers with Intro, Methods, Results, Discussion; or some combination thereof, depending on the maturity of the project.  Ultimately, this will take different forms for different students/labs.",Kate M Turetsky,,,00641,,X3606-20271-020,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3606-20271-020/,,,,1-4,,,20271PSYC3606X020,INDEPENDENT
PSYC BC3606,INDEPENDENT STUDY,"This course can be worth 1 to 4 credits (each credit is equivalent to approximately three hours of work per week), and requires a Barnard faculty as a mentor. The course will be taken for a letter grade, regardless of whether the student chooses 1, 2, 3, or 4 credits. The expectations for each of these options are as follows: 1 credit, 3h/week commitment, 5-10 page ""Research Report"" at the end of the term; 2 credits, 6h/week commitment, 5-10 page ""Research Report"" at the end of the term; 3 credits, 9h/week commitment, 15-20 page ""Research Report"" at the end of the term; 4 credits, 12h/week commitment, 15-20 page ""Research Report"" at the end of the term. ""Research Report"" is a document submitted to the person grading the student, the instructor of record for the section in which the student has enrolled. If a student is working off-site, then input from the off-site research mentor will inform the grading. The ""Research Report"" can take a variety of forms: progress reports on data collected, training received, papers read, skills learned, etc.; or organized notes for lab notebooks, lab meetings, etc.; or manuscript-like papers with Intro, Methods, Results, Discussion; or some combination thereof, depending on the maturity of the project.  Ultimately, this will take different forms for different students/labs.",E'Mett McCaskill,,,00642,,X3606-20271-019,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3606-20271-019/,,,,1-4,,,20271PSYC3606X019,INDEPENDENT
PSYC BC3606,INDEPENDENT STUDY,"This course can be worth 1 to 4 credits (each credit is equivalent to approximately three hours of work per week), and requires a Barnard faculty as a mentor. The course will be taken for a letter grade, regardless of whether the student chooses 1, 2, 3, or 4 credits. The expectations for each of these options are as follows: 1 credit, 3h/week commitment, 5-10 page ""Research Report"" at the end of the term; 2 credits, 6h/week commitment, 5-10 page ""Research Report"" at the end of the term; 3 credits, 9h/week commitment, 15-20 page ""Research Report"" at the end of the term; 4 credits, 12h/week commitment, 15-20 page ""Research Report"" at the end of the term. ""Research Report"" is a document submitted to the person grading the student, the instructor of record for the section in which the student has enrolled. If a student is working off-site, then input from the off-site research mentor will inform the grading. The ""Research Report"" can take a variety of forms: progress reports on data collected, training received, papers read, skills learned, etc.; or organized notes for lab notebooks, lab meetings, etc.; or manuscript-like papers with Intro, Methods, Results, Discussion; or some combination thereof, depending on the maturity of the project.  Ultimately, this will take different forms for different students/labs.",Tara Well,,,00643,,X3606-20271-017,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3606-20271-017/,,,,1-4,,,20271PSYC3606X017,INDEPENDENT
PSYC BC3606,INDEPENDENT STUDY,"This course can be worth 1 to 4 credits (each credit is equivalent to approximately three hours of work per week), and requires a Barnard faculty as a mentor. The course will be taken for a letter grade, regardless of whether the student chooses 1, 2, 3, or 4 credits. The expectations for each of these options are as follows: 1 credit, 3h/week commitment, 5-10 page ""Research Report"" at the end of the term; 2 credits, 6h/week commitment, 5-10 page ""Research Report"" at the end of the term; 3 credits, 9h/week commitment, 15-20 page ""Research Report"" at the end of the term; 4 credits, 12h/week commitment, 15-20 page ""Research Report"" at the end of the term. ""Research Report"" is a document submitted to the person grading the student, the instructor of record for the section in which the student has enrolled. If a student is working off-site, then input from the off-site research mentor will inform the grading. The ""Research Report"" can take a variety of forms: progress reports on data collected, training received, papers read, skills learned, etc.; or organized notes for lab notebooks, lab meetings, etc.; or manuscript-like papers with Intro, Methods, Results, Discussion; or some combination thereof, depending on the maturity of the project.  Ultimately, this will take different forms for different students/labs.",Kathleen M Taylor,,,00644,,X3606-20271-016,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3606-20271-016/,,,,1-4,,,20271PSYC3606X016,INDEPENDENT
PSYC BC3606,INDEPENDENT STUDY,"This course can be worth 1 to 4 credits (each credit is equivalent to approximately three hours of work per week), and requires a Barnard faculty as a mentor. The course will be taken for a letter grade, regardless of whether the student chooses 1, 2, 3, or 4 credits. The expectations for each of these options are as follows: 1 credit, 3h/week commitment, 5-10 page ""Research Report"" at the end of the term; 2 credits, 6h/week commitment, 5-10 page ""Research Report"" at the end of the term; 3 credits, 9h/week commitment, 15-20 page ""Research Report"" at the end of the term; 4 credits, 12h/week commitment, 15-20 page ""Research Report"" at the end of the term. ""Research Report"" is a document submitted to the person grading the student, the instructor of record for the section in which the student has enrolled. If a student is working off-site, then input from the off-site research mentor will inform the grading. The ""Research Report"" can take a variety of forms: progress reports on data collected, training received, papers read, skills learned, etc.; or organized notes for lab notebooks, lab meetings, etc.; or manuscript-like papers with Intro, Methods, Results, Discussion; or some combination thereof, depending on the maturity of the project.  Ultimately, this will take different forms for different students/labs.",Erica Musser,,,00645,,X3606-20271-015,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3606-20271-015/,,,,1-4,,,20271PSYC3606X015,INDEPENDENT
PSYC BC3606,INDEPENDENT STUDY,"This course can be worth 1 to 4 credits (each credit is equivalent to approximately three hours of work per week), and requires a Barnard faculty as a mentor. The course will be taken for a letter grade, regardless of whether the student chooses 1, 2, 3, or 4 credits. The expectations for each of these options are as follows: 1 credit, 3h/week commitment, 5-10 page ""Research Report"" at the end of the term; 2 credits, 6h/week commitment, 5-10 page ""Research Report"" at the end of the term; 3 credits, 9h/week commitment, 15-20 page ""Research Report"" at the end of the term; 4 credits, 12h/week commitment, 15-20 page ""Research Report"" at the end of the term. ""Research Report"" is a document submitted to the person grading the student, the instructor of record for the section in which the student has enrolled. If a student is working off-site, then input from the off-site research mentor will inform the grading. The ""Research Report"" can take a variety of forms: progress reports on data collected, training received, papers read, skills learned, etc.; or organized notes for lab notebooks, lab meetings, etc.; or manuscript-like papers with Intro, Methods, Results, Discussion; or some combination thereof, depending on the maturity of the project.  Ultimately, this will take different forms for different students/labs.",Mariel Roberts,,,00646,,X3606-20271-014,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3606-20271-014/,,,,1-4,,,20271PSYC3606X014,INDEPENDENT
