course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
MRST GR6021,MEDIEVAL & RENAISSANCE PHILOLOGY,Medieval and Renaissance Philology for MA students.,Susan Boynton,,,20235,,G6021-20261-001,MEDIEVAL & RENAISSANCE PHILOL,Medieval and Renaissance Studies,MRST,https://doc.sis.columbia.edu/subj/MRST/G6021-20261-001/,,In-Person,,4,,,20261MRST6021G001,INDEPENDENT
MRST GR6022,Medieval & Renaissance Philology,MRST Language independent study. Students should meet with the Program Director before registering for this course.,Susan Boynton,,,10841,,W6022-20261-001,MedRen Philology,Medieval and Renaissance Studies,MRST,https://doc.sis.columbia.edu/subj/MRST/W6022-20261-001/,,In-Person,,3,,,20261MRST6022W001,INDEPENDENT
MRST GR6990,DIRECTED INDIVIDUAL READINGS,"MRST Directed Readings, Independent study. Students should meet with the Program Director and Program Manager before registering for this course.",Susan Boynton,,,10840,,G6990-20261-001,DIRECTED INDIVIDUAL READI,Medieval and Renaissance Studies,MRST,https://doc.sis.columbia.edu/subj/MRST/G6990-20261-001/,,In-Person,,4,,,20261MRST6990G001,INDEPENDENT
MRST GR6998,MA Thesis I,First part of two-term MA Thesis sequence for MRST MA Students.,Susan Boynton,,,10801,,G6998-20261-001,,Medieval and Renaissance Studies,MRST,https://doc.sis.columbia.edu/subj/MRST/G6998-20261-001/,,In-Person,,4,,,20261MRST6998G001,INDEPENDENT
MRST GR6999,MA THESIS II,Second part of two-term MA Thesis sequence for MRST MA Students.,Susan Boynton,,,10839,,G6999-20261-001,,Medieval and Renaissance Studies,MRST,https://doc.sis.columbia.edu/subj/MRST/G6999-20261-001/,,In-Person,,4,,,20261MRST6999G001,INDEPENDENT
MSAE E3013,LABORATORY IN MATERIALS SCI II,"Metallographic sample preparation, optical microscopy, quantitative metallography, hardness and tensile testing, plastic deformation, annealing, phase diagrams, brittle fracture of glass, temperature and strain-rate dependent deformation of polymers; written and oral reports. This is the second of a two-semester sequence materials laboratory course.",Ismail C Noyan,,,12989,,E3013-20261-001,LABORATORY IN MATERIALS S,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E3013-20261-001/,,In-Person,,3,,,20261MSAE3013E001,LABORATORY
MSAE E3157,DESIGN PROJECT,"E3156: a design problem in materials science or metallurgical engineering selected jointly by the student and a professor in the department. The project requires research by the student, directed reading, and regular conferences with the professor in charge. E3157: completion of the research, directed reading, and conferences, culminating in a written report and an oral presentation to the department.",Yuan Yang,,,12992,,E3157-20261-001,,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E3157-20261-001/,,In-Person,,3,"E3156
E3157",,20261MSAE3157E001,INDEPENDENT
MSAE E3201,Materials Thermodynamics and Phase Diagr,"Review of laws of thermodynamics, thermodynamic variables and relations, free energies and equilibrium in thermodynamic systems. Unary, binary, and ternary phase diagrams, compounds and intermediate phases, solid solutions and Hume-Rothery rules, relationship between phase diagrams and metastability, defects in crystals. Thermodynamics of surfaces and interfaces, effect of particle size on phase equilibria, adsorption isotherms, grain boundaries, surface energy, electrochemistry. Note: MSAE E4201 shares lectures and meeting times with E3201 and therefore, may not be taken in other semesters.",Renata M Wentzcovitch,,,12997,,E3201-20261-001,Mat Thermo and Phase Diag,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E3201-20261-001/,,In-Person,,3,"E3201
MSAE E4201",,20261MSAE3201E001,LECTURE
MSAE E3900,UNDERGRAD RES IN MATERIALS SCI,"May be repeated for credit, but no more than 6 points of this course may be counted toward the satisfaction of the B.S. degree requirements. Candidates for the B.S. degree may conduct an investigation in materials science or carry out a special project under the supervision of the staff. Credit for the course is contingent upon the submission of an acceptable thesis or final report.",Michele Simoncelli,,,18335,,E3900-20261-007,UNDERGRAD RES IN MATERIAL,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E3900-20261-007/,,In-Person,,0-4,,,20261MSAE3900E007,INDEPENDENT
MSAE E3900,UNDERGRAD RES IN MATERIALS SCI,"May be repeated for credit, but no more than 6 points of this course may be counted toward the satisfaction of the B.S. degree requirements. Candidates for the B.S. degree may conduct an investigation in materials science or carry out a special project under the supervision of the staff. Credit for the course is contingent upon the submission of an acceptable thesis or final report.",Siu-Wai Chan,,,20338,,E3900-20261-004,UNDERGRAD RES IN MATERIAL,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E3900-20261-004/,,In-Person,,0-4,,,20261MSAE3900E004,INDEPENDENT
MSAE E3900,UNDERGRAD RES IN MATERIALS SCI,"May be repeated for credit, but no more than 6 points of this course may be counted toward the satisfaction of the B.S. degree requirements. Candidates for the B.S. degree may conduct an investigation in materials science or carry out a special project under the supervision of the staff. Credit for the course is contingent upon the submission of an acceptable thesis or final report.",Yuan Yang,,,20394,,E3900-20261-012,UNDERGRAD RES IN MATERIAL,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E3900-20261-012/,,In-Person,,0-4,,,20261MSAE3900E012,INDEPENDENT
MSAE E4090,NANOTECHNOLOGY,"The science and engineering of creating materials, functional structures and devices on the nanometer scale. Carbon nanotubes, nanocrystals, quantum dots, size dependent properties, self-assembly, nanostructured materials. Devices and applications, nanofabrication. Molecular engineering, bionanotechnology. Imaging and manipulating at the atomic scale. Nanotechnology in society and industry. Offered in alternate years.",Yuan Yang,,,13006,,E4090-20261-001,,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E4090-20261-001/,,In-Person,,3,,,20261MSAE4090E001,LECTURE
MSAE E4090,NANOTECHNOLOGY,"The science and engineering of creating materials, functional structures and devices on the nanometer scale. Carbon nanotubes, nanocrystals, quantum dots, size dependent properties, self-assembly, nanostructured materials. Devices and applications, nanofabrication. Molecular engineering, bionanotechnology. Imaging and manipulating at the atomic scale. Nanotechnology in society and industry. Offered in alternate years.",Yuan Yang,,,16667,,E4090-20261-V01,,Video Network,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E4090-20261-V01/,,On-Line Only,,3,,,20261MSAE4090EV01,LECTURE
MSAE E4102,SYNTHESIS & PROCESSING OF MATERIALS,"A course on synthesis and processing of engineering materials. Established and novel methods to produce all types of materials (including metals, semiconductors, ceramics, polymers, and composites). Fundamental and applied topics relevant to optimizing the microstructure of the materials with desired properties. Synthesis and processing of bulk, thin-film, and nano materials for various mechanical and electronic applications.",Siu-Wai Chan,,,13005,,E4102-20261-001,SYNTHESIS & PROCESSING OF,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E4102-20261-001/,,In-Person,,3,,,20261MSAE4102E001,LECTURE
MSAE E4102,SYNTHESIS & PROCESSING OF MATERIALS,"A course on synthesis and processing of engineering materials. Established and novel methods to produce all types of materials (including metals, semiconductors, ceramics, polymers, and composites). Fundamental and applied topics relevant to optimizing the microstructure of the materials with desired properties. Synthesis and processing of bulk, thin-film, and nano materials for various mechanical and electronic applications.",Siu-Wai Chan,,,18012,,E4102-20261-V01,SYNTHESIS & PROCESSING OF,Video Network,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E4102-20261-V01/,,On-Line Only,,3,,,20261MSAE4102EV01,LECTURE
MSAE E4201,MATERIALS THERMODYN/PHASE DIAG,"Review of laws of thermodynamics, thermodynamic variables and relations, free energies and equilibrium in thermodynamic system. Statistical thermodynamics. Unary, binary, and ternary phase diagrams, compounds and intermediate phases, solid solutions and Hume-Rothery rules, relationship between phase diagrams and metastability, defects in crystals. Thermodynamics of surfaces and interfaces, effect of particle size on phase equilibria, adsorption isotherms, grain boundaries, surface energy, electrochemistry, statistical mechanics.",Renata M Wentzcovitch,,,13001,,E4201-20261-001,MATERIALS THERMODYN/PHASE,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E4201-20261-001/,,In-Person,,3,,,20261MSAE4201E001,LECTURE
MSAE E4201,MATERIALS THERMODYN/PHASE DIAG,"Review of laws of thermodynamics, thermodynamic variables and relations, free energies and equilibrium in thermodynamic system. Statistical thermodynamics. Unary, binary, and ternary phase diagrams, compounds and intermediate phases, solid solutions and Hume-Rothery rules, relationship between phase diagrams and metastability, defects in crystals. Thermodynamics of surfaces and interfaces, effect of particle size on phase equilibria, adsorption isotherms, grain boundaries, surface energy, electrochemistry, statistical mechanics.",Renata M Wentzcovitch,,,16668,,E4201-20261-V01,MATERIALS THERMODYN/PHASE,Video Network,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E4201-20261-V01/,,On-Line Only,,3,,,20261MSAE4201EV01,LECTURE
MSAE E4202,KINETICS OF TRANSFORMATIONS,"Review of thermodynamics, irreversible thermodynamics, diffusion in crystals and noncrystalline materials, phase transformations via nucleation and growth, overall transformation analysis and time-temperature-transformation (TTT) diagrams, precipitation, grain growth, solidification, spinodal and order-disorder transformations, martensitic transformation.",James Im,,,13009,,E4202-20261-001,KINETICS OF TRANSFORMATIO,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E4202-20261-001/,,In-Person,,3,,,20261MSAE4202E001,LECTURE
MSAE E4202,KINETICS OF TRANSFORMATIONS,"Review of thermodynamics, irreversible thermodynamics, diffusion in crystals and noncrystalline materials, phase transformations via nucleation and growth, overall transformation analysis and time-temperature-transformation (TTT) diagrams, precipitation, grain growth, solidification, spinodal and order-disorder transformations, martensitic transformation.",James Im,,,16792,,E4202-20261-V01,KINETICS OF TRANSFORMATIO,Video Network,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E4202-20261-V01/,,On-Line Only,,3,,,20261MSAE4202EV01,LECTURE
MSAE E4203,THEORY CRYSTALL MAT: ELECTRONS,"Phenomenological theoretical understanding of electrons in crystalline materials. Both translational and point symmetry employed to block diagonalize the Schrödinger equation and compute observables related to electrons. Topics include nearly free electrons, tight-binding, electron-electron interactions, transport, magnetism, optical properties, topological insulators, spin-orbit coupling, and superconductivity. Illustrated using both minimal model Hamiltonians in addition to accurate Hamiltonians for real materials.",Chris A Marianetti,,,13013,,E4203-20261-001,THEORY CRYSTALL MAT: ELEC,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E4203-20261-001/,,In-Person,,3,,,20261MSAE4203E001,LECTURE
MSAE E4203,THEORY CRYSTALL MAT: ELECTRONS,"Phenomenological theoretical understanding of electrons in crystalline materials. Both translational and point symmetry employed to block diagonalize the Schrödinger equation and compute observables related to electrons. Topics include nearly free electrons, tight-binding, electron-electron interactions, transport, magnetism, optical properties, topological insulators, spin-orbit coupling, and superconductivity. Illustrated using both minimal model Hamiltonians in addition to accurate Hamiltonians for real materials.",Chris A Marianetti,,,16795,,E4203-20261-V01,,Video Network,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E4203-20261-V01/,,On-Line Only,,3,,,20261MSAE4203EV01,LECTURE
MSAE E4215,MECH BEHAVIOR OF MATERIALS,"Review of states of stress and strain and their relations in elastic, plastic, and viscous materials. Dislocation and elastic-plastic concepts introduced to explain work hardening, various materials-strengthening mechanisms, ductility, and toughness. Macroscopic and microstructural aspects of brittle and ductile fracture mechanics, creep and fatigue phenomena. Case studies used throughout, including flow and fracture of structural alloys, polymers, hybrid materials, composite materials, ceramics, and electronic materials devices. Materials reliability and fracture prevention emphasized.",William Bailey,,,13016,,E4215-20261-001,MECH BEHAVIOR OF MATERIAL,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E4215-20261-001/,,In-Person,,3,,,20261MSAE4215E001,LECTURE
MSAE E4215,MECH BEHAVIOR OF MATERIALS,"Review of states of stress and strain and their relations in elastic, plastic, and viscous materials. Dislocation and elastic-plastic concepts introduced to explain work hardening, various materials-strengthening mechanisms, ductility, and toughness. Macroscopic and microstructural aspects of brittle and ductile fracture mechanics, creep and fatigue phenomena. Case studies used throughout, including flow and fracture of structural alloys, polymers, hybrid materials, composite materials, ceramics, and electronic materials devices. Materials reliability and fracture prevention emphasized.",William Bailey,,,16670,,E4215-20261-V01,MECH BEHAVIOR OF MATERIAL,Video Network,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E4215-20261-V01/,,On-Line Only,,3,,,20261MSAE4215EV01,LECTURE
MSAE E6273,MATERIALS SCIENCE REPORTS,Formal written reports and conferences with the appropriate member of the faculty on a subject of special interest to the student but not covered in the other course offerings.,William Bailey,,,20080,,E6273-20261-002,,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E6273-20261-002/,,In-Person,,0-6,,,20261MSAE6273E002,INDEPENDENT
MSAE E6273,MATERIALS SCIENCE REPORTS,Formal written reports and conferences with the appropriate member of the faculty on a subject of special interest to the student but not covered in the other course offerings.,Yuan Yang,,,20095,,E6273-20261-012,,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E6273-20261-012/,,In-Person,,0-6,,,20261MSAE6273E012,INDEPENDENT
MSAE E6273,MATERIALS SCIENCE REPORTS,Formal written reports and conferences with the appropriate member of the faculty on a subject of special interest to the student but not covered in the other course offerings.,James Im,,,20403,,E6273-20261-008,,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E6273-20261-008/,,In-Person,,0-6,,,20261MSAE6273E008,INDEPENDENT
MSAE E9301,DOCTORAL RESEARCH,Required of doctoral candidates.,,,,17770,,E9301-20261-002,,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E9301-20261-002/,,In-Person,,0-15,,,20261MSAE9301E002,INDEPENDENT
MSAE E9301,DOCTORAL RESEARCH,Required of doctoral candidates.,James Im,,,17771,,E9301-20261-008,,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E9301-20261-008/,,In-Person,,0-15,,,20261MSAE9301E008,INDEPENDENT
MSAE E9301,DOCTORAL RESEARCH,Required of doctoral candidates.,Chris A Marianetti,,,17772,,E9301-20261-009,,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E9301-20261-009/,,In-Person,,0-15,,,20261MSAE9301E009,INDEPENDENT
MSAE E9301,DOCTORAL RESEARCH,Required of doctoral candidates.,Renata M Wentzcovitch,,,17773,,E9301-20261-011,,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E9301-20261-011/,,In-Person,,0-15,,,20261MSAE9301E011,INDEPENDENT
MSAE E9301,DOCTORAL RESEARCH,Required of doctoral candidates.,Yuan Yang,,,17774,,E9301-20261-012,,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E9301-20261-012/,,In-Person,,0-15,,,20261MSAE9301E012,INDEPENDENT
MSAE E9301,DOCTORAL RESEARCH,Required of doctoral candidates.,Nanfang Yu,,,17775,,E9301-20261-013,,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E9301-20261-013/,,In-Person,,0-15,,,20261MSAE9301E013,INDEPENDENT
MSAE E9301,DOCTORAL RESEARCH,Required of doctoral candidates.,Aravind Devarakonda,,,17776,,E9301-20261-003,,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E9301-20261-003/,,In-Person,,0-15,,,20261MSAE9301E003,INDEPENDENT
MSAE E9301,DOCTORAL RESEARCH,Required of doctoral candidates.,William Bailey,,,17801,,E9301-20261-001,,Applied Physics and Applied Mathematics,MSAE,https://doc.sis.columbia.edu/subj/MSAE/E9301-20261-001/,,In-Person,,0-15,,,20261MSAE9301E001,INDEPENDENT
MTFC D0008,F/T MATRICULATION-DENTISTRY,,Sarita D Martinez,,,19738,,D0008-20261-001,F/T MATRICULATION-DENTIST,Medicine,MTFC,https://doc.sis.columbia.edu/subj/MTFC/D0008-20261-001/,,In-Person,,0,,,20261MTFC0008D001,INDEPENDENT
MTFC D0008,F/T MATRICULATION-DENTISTRY,,Dana L Wolf,,,19922,,D0008-20261-000,F/T MATRICULATION-DENTIST,Dental and Oral Surgery,MTFC,https://doc.sis.columbia.edu/subj/MTFC/D0008-20261-000/,,In-Person,,0,,,20261MTFC0008D000,INDEPENDENT
MTFC G0003,F/T Matriculation Health Sciences,,,,,14765,,G0003-20261-001,F/T MATRICULATION-HLTH SC,Graduate School of Arts and Sciences,MTFC,https://doc.sis.columbia.edu/subj/MTFC/G0003-20261-001/,,In-Person,,0,,,20261MTFC0003G001,INDEPENDENT
MTFC G0003,F/T Matriculation Health Sciences,,,,,14931,,G0003-20261-002,F/T MATRICULATION-HLTH SC,Public Health,MTFC,https://doc.sis.columbia.edu/subj/MTFC/G0003-20261-002/,,In-Person,,0,,,20261MTFC0003G002,INDEPENDENT
MTFC G0004,P/T Matriculation Health Sciences,,,,,14932,,G0004-20261-001,P/T MATRICULATION-HLTH SC,Public Health,MTFC,https://doc.sis.columbia.edu/subj/MTFC/G0004-20261-001/,,In-Person,,0,,,20261MTFC0004G001,INDEPENDENT
MTFC GR0001,F/T MATRICULATION & FACILITIES,M&F,Richard Slusarczyk,,,10742,,G0001-20261-001,F/T MATRICULATION & FACIL,Graduate School of Arts and Sciences,MTFC,https://doc.sis.columbia.edu/subj/MTFC/G0001-20261-001/,,In-Person,,0,,,20261MTFC0001G001,INDEPENDENT
MTFC M0006,EXTENDED CURRICULUM,,,,,16019,,M0006-20261-001,,Medicine,MTFC,https://doc.sis.columbia.edu/subj/MTFC/M0006-20261-001/,,In-Person,,0,,,20261MTFC0006M001,INDEPENDENT
MUSI BC1002,AN INTRODUCTION TO MUSIC II,Prerequisites: no previous knowledge of music is required.,Gail R Archer,,,00100,,X1002-20261-001,AN INTRODUCTION TO MUSIC,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X1002-20261-001/,,,,3,,,20261MUSI1002X001,LECTURE
MUSI BC1002,AN INTRODUCTION TO MUSIC II,Prerequisites: no previous knowledge of music is required.,Marilyn McCoy,,,00101,,X1002-20261-002,AN INTRODUCTION TO MUSIC,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X1002-20261-002/,,,,3,,,20261MUSI1002X002,LECTURE
MUSI BC1502,VOICE INSTRUCTION,"Entrance by audition only. Call Barnard College, Department of Music during registration for time and place of audition (854-5096).",Gail R Archer,,,00102,,X1502-20261-001,VOICE LESSONS,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X1502-20261-001/,,,,2,,,20261MUSI1502X001,STUDIO
MUSI BC1502,VOICE INSTRUCTION,"Entrance by audition only. Call Barnard College, Department of Music during registration for time and place of audition (854-5096).",Gail R Archer,,,00103,,X1502-20261-002,VOICE LESSONS,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X1502-20261-002/,,,,2,,,20261MUSI1502X002,STUDIO
MUSI BC3139,INTRODUCTION VOCAL REPERTOIRE,"This course is designed for developing singers. Group vocalizing, learning of songs and individual workshop performances are aimed at improving the students technical skill and the elements necessary to create a meaningful musical and dramatic experience. Attention to text, subtext, emotional and psychological aspects of a piece and the performers relationship to the audience are included in the work. Repertoire is predominantly in English and comes from both classical and popular traditions Individual coaching sessions are available with the class accompanist and help strengthen the students confidence and skill. The class culminates with an in-class performance.",Coralie Gallet,,,00109,,X3139-20261-001,,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X3139-20261-001/,,,,3,,,20261MUSI3139X001,LECTURE
MUSI BC3140,"VOCAL REPERTOIRE, TECHNIQUE","Vocal exercises and exploration of wide-ranging repertoires, styles, and languages of the Western European song tradition. The rich variety of English, French, Italian and German poetry and music from the Baroque period through the Twentieth Century allows the student to experience both the music and the cultural environment of each of these styles. Attention is given both to meaning oftext and musical interpretation. Individual coaching sessions are available with the class accompanist and help strengthen the students confidence and skill. The class culminates with an in-class performance.",Jean-Paul Bjorlin,,,00110,,X3140-20261-001,VOCAL REPERTOIRE TECHNIQUE,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X3140-20261-001/,,,,3,,,20261MUSI3140X001,LECTURE
MUSI BC3145,WORLDMUSE ENSEMBLE,"Worldmuse Ensemble delves into compelling music from many genres such as world music, gospel, classical--old and new. We perform without a conductor, increasing awareness and interaction among ourselves and our audience. We collaboratively integrate music, dance, and theatre traditions (masks etc.). For experienced singers, and instrumentalists and dancers who sing.",Jean-Paul Bjorlin,,,00106,,X3145-20261-001,,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X3145-20261-001/,,,,3,,,20261MUSI3145X001,WORKSHOP
MUSI BC3199,INDEPENDENT STUDY,,Gail R Archer,,,00107,,X3199-20261-001,,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X3199-20261-001/,,,,1-3,,,20261MUSI3199X001,INDEPENDENT
MUSI BC3990,SENIOR PROJ:RESEARCH FOR MUSIC,"Working with her advisor, a student will expand the research project initiated in the Fall Senior Seminar for Music Majors (BC3992x). In order to satisfy the requirement, the student will complete a fifty page research paper.",Gail R Archer,,,00111,,X3990-20261-001,,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X3990-20261-001/,,,,3,BC3992,,20261MUSI3990X001,INDEPENDENT
MUSI BC3991,SENIOR PROJ: MUSIC REPERTORY,"Working with her advisor, a student will develop a vocal or instrumental recital program with representative musical works from a variety of historical periods. In order to satisfy the requirement, the student will present an hour long public performance of the recital program. Students may also satisfy this requirement by composing original vocal or instrumental works.",Gail R Archer,,,00108,,X3991-20261-001,,Music @Barnard,MUSI,https://doc.sis.columbia.edu/subj/MUSI/X3991-20261-001/,,,,3,,,20261MUSI3991X001,INDEPENDENT
MUSI GR6290,Practicum in Music Composition,This course provides an opportunity for students in the Music Department’s Composition DMA program to engage in off-campus practicum or internships in music composition for academic credit that will count towards the requirements for the degree.,Zosha Di Castri,,,12546,,G6290-20261-001,Practicum in Music Compos,Music,MUSI,https://doc.sis.columbia.edu/subj/MUSI/G6290-20261-001/,,,,1,,,20261MUSI6290G001,INTERNSHIP
MUSI GR6380,MUSIC SINCE 1900 (II),"Prerequisites: the instructor's permission. Investigation and analysis of styles and techniques of music since 1900, carried out in part through individual projects. (Prior to Spring 2008, the course was titled 20-Century Styles and Techniques.)",Zosha Di Castri,,,12548,,G6380-20261-001,,Music,MUSI,https://doc.sis.columbia.edu/subj/MUSI/G6380-20261-001/,,In-Person,,3,,,20261MUSI6380G001,SEMINAR
MUSI GR6412,PROSEM-ETHNOMUSICOLOGY II,"Introduction to Ethnomusicology: the history of the discipline and the evolution of theories and methods. G6412, Proseminar in Ethnomusicology II: Contemporary Ethnography is offered Fall 2012.",Ruth Opara,,,12549,,G6412-20261-001,,Music,MUSI,https://doc.sis.columbia.edu/subj/MUSI/G6412-20261-001/,,In-Person,,3,G6412,,20261MUSI6412G001,PROSEMINAR
MUSI GR6601,INTERACTIVE SOUND & VIDEO,Prerequisites: the instructors permission. In this year-long sequence students gain familiarity with the materials used in electroacoustic music and the techniques and equipment that are employed to transform and organize these materials into compositions. Individual projects are assigned.,Seth Cluett,,,12550,,G6601-20261-001,,Music,MUSI,https://doc.sis.columbia.edu/subj/MUSI/G6601-20261-001/,,In-Person,,3,,,20261MUSI6601G001,WORKSHOP
MUSI GR8097,INDIV PROJECTS IN MUSICOLOGY,Sec. 1: Ethnomusicology; Sec. 2: Historical Musicology; Sec. 3: Music Theory; Sec. 4: Music Cognition; Sec. 5: Music Philosophy.,Alessandra M Ciucci,,,11987,,G8097-20261-002,INDIV PROJECTS IN MUSICOL,Music,MUSI,https://doc.sis.columbia.edu/subj/MUSI/G8097-20261-002/,,In-Person,,3,,,20261MUSI8097G002,INDEPENDENT
MUSI GR8097,INDIV PROJECTS IN MUSICOLOGY,Sec. 1: Ethnomusicology; Sec. 2: Historical Musicology; Sec. 3: Music Theory; Sec. 4: Music Cognition; Sec. 5: Music Philosophy.,Julia Doe,,,11989,,G8097-20261-003,INDIV PROJECTS IN MUSICOL,Music,MUSI,https://doc.sis.columbia.edu/subj/MUSI/G8097-20261-003/,,In-Person,,3,,,20261MUSI8097G003,INDEPENDENT
MUSI GR8097,INDIV PROJECTS IN MUSICOLOGY,Sec. 1: Ethnomusicology; Sec. 2: Historical Musicology; Sec. 3: Music Theory; Sec. 4: Music Cognition; Sec. 5: Music Philosophy.,Aaron A Fox,,,11990,,G8097-20261-006,INDIV PROJECTS IN MUSICOL,Music,MUSI,https://doc.sis.columbia.edu/subj/MUSI/G8097-20261-006/,,In-Person,,3,,,20261MUSI8097G006,INDEPENDENT
MUSI GR8097,INDIV PROJECTS IN MUSICOLOGY,Sec. 1: Ethnomusicology; Sec. 2: Historical Musicology; Sec. 3: Music Theory; Sec. 4: Music Cognition; Sec. 5: Music Philosophy.,Giuseppe Gerbino,,,11991,,G8097-20261-008,INDIV PROJECTS IN MUSICOL,Music,MUSI,https://doc.sis.columbia.edu/subj/MUSI/G8097-20261-008/,,In-Person,,3,,,20261MUSI8097G008,INDEPENDENT
MUSI GR8097,INDIV PROJECTS IN MUSICOLOGY,Sec. 1: Ethnomusicology; Sec. 2: Historical Musicology; Sec. 3: Music Theory; Sec. 4: Music Cognition; Sec. 5: Music Philosophy.,Knar Abrahamyan,,,11992,,G8097-20261-009,INDIV PROJECTS IN MUSICOL,Music,MUSI,https://doc.sis.columbia.edu/subj/MUSI/G8097-20261-009/,,In-Person,,3,,,20261MUSI8097G009,INDEPENDENT
MUSI GR8097,INDIV PROJECTS IN MUSICOLOGY,Sec. 1: Ethnomusicology; Sec. 2: Historical Musicology; Sec. 3: Music Theory; Sec. 4: Music Cognition; Sec. 5: Music Philosophy.,Mariusz Kozak,,,11993,,G8097-20261-010,INDIV PROJECTS IN MUSICOL,Music,MUSI,https://doc.sis.columbia.edu/subj/MUSI/G8097-20261-010/,,In-Person,,3,,,20261MUSI8097G010,INDEPENDENT
MUSI GR8097,INDIV PROJECTS IN MUSICOLOGY,Sec. 1: Ethnomusicology; Sec. 2: Historical Musicology; Sec. 3: Music Theory; Sec. 4: Music Cognition; Sec. 5: Music Philosophy.,Georg Friedrich Haas,,,11994,,G8097-20261-012,INDIV PROJECTS IN MUSICOL,Music,MUSI,https://doc.sis.columbia.edu/subj/MUSI/G8097-20261-012/,,In-Person,,3,,,20261MUSI8097G012,INDEPENDENT
MUSI GR8097,INDIV PROJECTS IN MUSICOLOGY,Sec. 1: Ethnomusicology; Sec. 2: Historical Musicology; Sec. 3: Music Theory; Sec. 4: Music Cognition; Sec. 5: Music Philosophy.,Elaine Sisman,,,11995,,G8097-20261-013,INDIV PROJECTS IN MUSICOL,Music,MUSI,https://doc.sis.columbia.edu/subj/MUSI/G8097-20261-013/,,In-Person,,3,,,20261MUSI8097G013,INDEPENDENT
MUSI GR8097,INDIV PROJECTS IN MUSICOLOGY,Sec. 1: Ethnomusicology; Sec. 2: Historical Musicology; Sec. 3: Music Theory; Sec. 4: Music Cognition; Sec. 5: Music Philosophy.,Benjamin A Steege,,,11996,,G8097-20261-014,INDIV PROJECTS IN MUSICOL,Music,MUSI,https://doc.sis.columbia.edu/subj/MUSI/G8097-20261-014/,,In-Person,,3,,,20261MUSI8097G014,INDEPENDENT
